%
%
% Run:008   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 687300.00000       -0.5573      0.067919 
 687300.00000       -0.5715      0.032564 
 687300.00000       -0.5767      0.000000 
 687600.00000       -0.5004      0.128666 
 687600.00000       -0.5229      0.085205 
 687600.00000       -0.5392      0.042416 
 687600.00000       -0.5452      0.000000 
 687900.00000       -0.4621      0.150139 
 687900.00000       -0.4835      0.103271 
 687900.00000       -0.4988      0.052723 
 687900.00000       -0.5044      0.000000 
 688200.00000       -0.4229      0.168735 
 688200.00000       -0.4391      0.118842 
 688200.00000       -0.4506      0.061581 
 688200.00000       -0.4548      0.000000 
 688500.00000       -0.3828      0.181157 
 688500.00000       -0.3908      0.129053 
 688500.00000       -0.3963      0.067325 
 688500.00000       -0.3983      0.000000 
 688800.00000       -0.3420      0.185217 
 688800.00000       -0.3403      0.132037 
 688800.00000       -0.3387      0.068880 
 688800.00000       -0.3381      0.000000 
 689100.00000       -0.3005      0.180302 
 689100.00000       -0.2896      0.127329 
 689100.00000       -0.2813      0.066012 
 689100.00000       -0.2782      0.000000 
 689400.00000       -0.2585      0.167565 
 689400.00000       -0.2405      0.116003 
 689400.00000       -0.2273      0.059388 
 689400.00000       -0.2224      0.000000 
 689700.00000       -0.2161      0.149788 
 689700.00000       -0.1948      0.100487 
 689700.00000       -0.1793      0.050422 
 689700.00000       -0.1737      0.000000 
 690000.00000       -0.1733      0.130849 
 690000.00000       -0.1532      0.084090 
 690000.00000       -0.1387      0.040988 
 690000.00000       -0.1334      0.000000 
 690300.00000       -0.1303      0.114888 
 690300.00000       -0.1156      0.070321 
 690300.00000       -0.1050      0.033064 
 690300.00000       -0.1011      0.000000 
 690600.00000       -0.0871      0.105374 
 690600.00000       -0.0808      0.062152 
 690600.00000       -0.0764      0.028354 
 690600.00000       -0.0748      0.000000 
 690900.00000       -0.0437      0.104358 
 690900.00000       -0.0471      0.061368 
 690900.00000       -0.0498      0.027915 
 690900.00000       -0.0509      0.000000 
 691200.00000       -0.0002      0.112055 
 691200.00000       -0.0125      0.068182 
 691200.00000       -0.0217      0.031887 
 691200.00000       -0.0251      0.000000 
 691500.00000        0.0433      0.126808 
 691500.00000        0.0249      0.081155 
 691500.00000        0.0112      0.039441 
 691500.00000        0.0062      0.000000 
 691800.00000        0.0868      0.145407 
 691800.00000        0.0665      0.097489 
 691800.00000        0.0514      0.048944 
 691800.00000        0.0458      0.000000 
 692100.00000        0.1302      0.163733 
 692100.00000        0.1127      0.113587 
 692100.00000        0.0996      0.058309 
 692100.00000        0.0948      0.000000 
 692400.00000        0.1735      0.177605 
 692400.00000        0.1628      0.125810 
 692400.00000        0.1550      0.065421 
 692400.00000        0.1520      0.000000 
 692700.00000        0.2164      0.183661 
 692700.00000        0.2156      0.131249 
 692700.00000        0.2149      0.068591 
 692700.00000        0.2147      0.000000 
 693000.00000        0.2590      0.180074 
 693000.00000        0.2688      0.128374 
 693000.00000        0.2759      0.066955 
 693000.00000        0.2784      0.000000 
 693300.00000        0.3010      0.167003 
 693300.00000        0.3201      0.117404 
 693300.00000        0.3337      0.060688 
 693300.00000        0.3387      0.000000 
 693600.00000        0.3424      0.146655 
 693600.00000        0.3672      0.100308 
 693600.00000        0.3850      0.050964 
 693600.00000        0.3914      0.000000 
 693900.00000        0.3831      0.122900 
 693900.00000        0.4089      0.080411 
 693900.00000        0.4273      0.039687 
 693900.00000        0.4339      0.000000 
 694200.00000        0.4230      0.100422 
 694200.00000        0.4447      0.061683 
 694200.00000        0.4601      0.029091 
 694200.00000        0.4657      0.000000 
 694500.00000        0.4620      0.083613 
 694500.00000        0.4756      0.047857 
 694500.00000        0.4850      0.021293 
 694500.00000        0.4884      0.000000 
 694800.00000        0.5001      0.075543 
 694800.00000        0.5032      0.041583 
 694800.00000        0.5050      0.017839 
 694800.00000        0.5056      0.000000 
 695100.00000        0.5372      0.077285 
 695100.00000        0.5299      0.043824 
 695100.00000        0.5241      0.019314 
 695100.00000        0.5218      0.000000 
 695400.00000        0.5733      0.087705 
 695400.00000        0.5581      0.053615 
 695400.00000        0.5463      0.025171 
 695400.00000        0.5419      0.000000 
 695700.00000        0.6085      0.103709 
 695700.00000        0.5894      0.068268 
 695700.00000        0.5749      0.033850 
 695700.00000        0.5695      0.000000 
 696000.00000        0.6425      0.120902 
 696000.00000        0.6248      0.083953 
 696000.00000        0.6114      0.043124 
 696000.00000        0.6064      0.000000 
 696300.00000        0.6754      0.134539 
 696300.00000        0.6641      0.096536 
 696300.00000        0.6553      0.050595 
 696300.00000        0.6520      0.000000 
 696600.00000        0.7071      0.140573 
 696600.00000        0.7057      0.102509 
 696600.00000        0.7042      0.054223 
 696600.00000        0.7036      0.000000 
 696900.00000        0.7374      0.136557 
 696900.00000        0.7474      0.099788 
 696900.00000        0.7543      0.052815 
 696900.00000        0.7567      0.000000 
 697200.00000        0.7664      0.122228 
 697200.00000        0.7866      0.088223 
 697200.00000        0.8009      0.046330 
 697200.00000        0.8060      0.000000 
 697500.00000        0.7938      0.099659 
 697500.00000        0.8209      0.069674 
 697500.00000        0.8400      0.035885 
 697500.00000        0.8469      0.000000 
 697800.00000        0.8196      0.072884 
 697800.00000        0.8484      0.047612 
 697800.00000        0.8687      0.023475 
 697800.00000        0.8760      0.000000 
 698100.00000        0.8438      0.046984 
 698100.00000        0.8688      0.026341 
 698100.00000        0.8864      0.011523 
 698100.00000        0.8927      0.000000 
 698400.00000        0.8663      0.026831 
 698400.00000        0.8829      0.009997 
 698400.00000        0.8943      0.002371 
 698400.00000        0.8984      0.000000 
 698700.00000        0.8871      0.015900 
 698700.00000        0.8926      0.001582 
 698700.00000        0.8959      0.002237 
 698700.00000        0.8971      0.000000 
 699000.00000        0.9062      0.015482 
 699000.00000        0.9005      0.002257 
 699000.00000        0.8956      0.001593 
 699000.00000        0.8938      0.000000 
 699300.00000        0.9237      0.024435 
 699300.00000        0.9092      0.011069 
 699300.00000        0.8980      0.003770 
 699300.00000        0.8937      0.000000 
 699600.00000        0.9394      0.039470 
 699600.00000        0.9208      0.025173 
 699600.00000        0.9064      0.012204 
 699600.00000        0.9011      0.000000 
 699900.00000        0.9535      0.055892 
 699900.00000        0.9361      0.040483 
 699900.00000        0.9227      0.021338 
 699900.00000        0.9177      0.000000 
 700200.00000        0.9658      0.068661 
 700200.00000        0.9549      0.052610 
 700200.00000        0.9464      0.028625 
 700200.00000        0.9431      0.000000 
 700500.00000        0.9763      0.073534 
 700500.00000        0.9757      0.057871 
 700500.00000        0.9748      0.031921 
 700500.00000        0.9743      0.000000 
 700800.00000        0.9850      0.068030 
 700800.00000        0.9962      0.054145 
 700800.00000        1.0037      0.030010 
 700800.00000        1.0064      0.000000 
 701100.00000        0.9918      0.052019 
 701100.00000        1.0134      0.041390 
 701100.00000        1.0285      0.022910 
 701100.00000        1.0339      0.000000 
 701400.00000        0.9967      0.027831 
 701400.00000        1.0250      0.021670 
 701400.00000        1.0448      0.011854 
 701400.00000        1.0520      0.000000 
 701700.00000        0.9995      0.000214 
 701700.00000        1.0292      0.001308 
 701700.00000        1.0500      0.001036 
 701700.00000        1.0575      0.000000 
 702000.00000        1.0004      0.026828 
 702000.00000        1.0257      0.023073 
 702000.00000        1.0435      0.013243 
 702000.00000        1.0499      0.000000 
 702300.00000        0.9993      0.047095 
 702300.00000        1.0157      0.039439 
 702300.00000        1.0270      0.022393 
 702300.00000        1.0310      0.000000 
 702600.00000        0.9963      0.057664 
 702600.00000        1.0012      0.047497 
 702600.00000        1.0042      0.026788 
 702600.00000        1.0052      0.000000 
 702900.00000        0.9914      0.057499 
 702900.00000        0.9850      0.046291 
 702900.00000        0.9797      0.025835 
 702900.00000        0.9777      0.000000 
 703200.00000        0.9846      0.048042 
 703200.00000        0.9698      0.037027 
 703200.00000        0.9582      0.020210 
 703200.00000        0.9539      0.000000 
 703500.00000        0.9760      0.032843 
 703500.00000        0.9574      0.022765 
 703500.00000        0.9431      0.011684 
 703500.00000        0.9377      0.000000 
 703800.00000        0.9657      0.016730 
 703800.00000        0.9488      0.007699 
 703800.00000        0.9358      0.002684 
 703800.00000        0.9309      0.000000 
 704100.00000        0.9536      0.004701 
 704100.00000        0.9436      0.003819 
 704100.00000        0.9356      0.004262 
 704100.00000        0.9326      0.000000 
 704400.00000        0.9397      0.000790 
 704400.00000        0.9401      0.008278 
 704400.00000        0.9397      0.007108 
 704400.00000        0.9395      0.000000 
 704700.00000        0.9241      0.007169 
 704700.00000        0.9359      0.003816 
 704700.00000        0.9439      0.004782 
 704700.00000        0.9468      0.000000 
 705000.00000        0.9067      0.023650 
 705000.00000        0.9284      0.009350 
 705000.00000        0.9437      0.002550 
 705000.00000        0.9491      0.000000 
 705300.00000        0.8875      0.047675 
 705300.00000        0.9153      0.028973 
 705300.00000        0.9349      0.013557 
 705300.00000        0.9419      0.000000 
 705600.00000        0.8665      0.074859 
 705600.00000        0.8951      0.051308 
 705600.00000        0.9152      0.026101 
 705600.00000        0.9225      0.000000 
 705900.00000        0.8438      0.100045 
 705900.00000        0.8677      0.071992 
 705900.00000        0.8845      0.037729 
 705900.00000        0.8906      0.000000 
 706200.00000        0.8194      0.118595 
 706200.00000        0.8343      0.087068 
 706200.00000        0.8447      0.046191 
 706200.00000        0.8484      0.000000 
 706500.00000        0.7934      0.127491 
 706500.00000        0.7971      0.093900 
 706500.00000        0.7994      0.049939 
 706500.00000        0.8002      0.000000 
 706800.00000        0.7659      0.125967 
 706800.00000        0.7588      0.091756 
 706800.00000        0.7532      0.048509 
 706800.00000        0.7510      0.000000 
 707100.00000        0.7370      0.115589 
 707100.00000        0.7219      0.081938 
 707100.00000        0.7103      0.042632 
 707100.00000        0.7060      0.000000 
 707400.00000        0.7068      0.099846 
 707400.00000        0.6882      0.067450 
 707400.00000        0.6740      0.034041 
 707400.00000        0.6687      0.000000 
 707700.00000        0.6753      0.083336 
 707700.00000        0.6584      0.052282 
 707700.00000        0.6454      0.025043 
 707700.00000        0.6405      0.000000 
 708000.00000        0.6426      0.070730 
 708000.00000        0.6321      0.040504 
 708000.00000        0.6239      0.018007 
 708000.00000        0.6208      0.000000 
 708300.00000        0.6088      0.065745 
 708300.00000        0.6080      0.035362 
 708300.00000        0.6068      0.014824 
 708300.00000        0.6063      0.000000 
 708600.00000        0.5737      0.070355 
 708600.00000        0.5836      0.038555 
 708600.00000        0.5903      0.016480 
 708600.00000        0.5927      0.000000 
 708900.00000        0.5376      0.084367 
 708900.00000        0.5568      0.049880 
 708900.00000        0.5703      0.022823 
 708900.00000        0.5752      0.000000 
 709200.00000        0.5004      0.105437 
 709200.00000        0.5254      0.067288 
 709200.00000        0.5431      0.032641 
 709200.00000        0.5495      0.000000 
 709500.00000        0.4622      0.129577 
 709500.00000        0.4882      0.087370 
 709500.00000        0.5066      0.043987 
 709500.00000        0.5133      0.000000 
 709800.00000        0.4230      0.152075 
 709800.00000        0.4449      0.106140 
 709800.00000        0.4606      0.054616 
 709800.00000        0.4663      0.000000 
 710100.00000        0.3829      0.168635 
 710100.00000        0.3968      0.119933 
 710100.00000        0.4067      0.062448 
 710100.00000        0.4103      0.000000 
 710400.00000        0.3421      0.176362 
 710400.00000        0.3457      0.126216 
 710400.00000        0.3481      0.066002 
 710400.00000        0.3490      0.000000 
 710700.00000        0.3006      0.174331 
 710700.00000        0.2939      0.124122 
 710700.00000        0.2889      0.064731 
 710700.00000        0.2870      0.000000 
 711000.00000        0.2586      0.163695 
 711000.00000        0.2438      0.114587 
 711000.00000        0.2328      0.059153 
 711000.00000        0.2287      0.000000 
 711300.00000        0.2161      0.147364 
 711300.00000        0.1972      0.100105 
 711300.00000        0.1830      0.050701 
 711300.00000        0.1777      0.000000 
 711600.00000        0.1734      0.129343 
 711600.00000        0.1548      0.084148 
 711600.00000        0.1408      0.041385 
 711600.00000        0.1357      0.000000 
 711900.00000        0.1303      0.113867 
 711900.00000        0.1165      0.070405 
 711900.00000        0.1061      0.033345 
 711900.00000        0.1022      0.000000 
 712200.00000        0.0871      0.104506 
 712200.00000        0.0813      0.061998 
 712200.00000        0.0769      0.028406 
 712200.00000        0.0752      0.000000 
 712500.00000        0.0437      0.103450 
 712500.00000        0.0475      0.060835 
 712500.00000        0.0501      0.027681 
 712500.00000        0.0510      0.000000 
 712800.00000        0.0002      0.111077 
 712800.00000        0.0130      0.067223 
 712800.00000        0.0221      0.031328 
 712800.00000        0.0254      0.000000 
 713100.00000       -0.0433      0.125878 
 713100.00000       -0.0241      0.079831 
 713100.00000       -0.0103      0.038547 
 713100.00000       -0.0053      0.000000 
 713400.00000       -0.0868      0.144753 
 713400.00000       -0.0651      0.095994 
 713400.00000       -0.0494      0.047804 
 713400.00000       -0.0437      0.000000 
 713700.00000       -0.1302      0.163689 
 713700.00000       -0.1105      0.112305 
 713700.00000       -0.0961      0.057171 
 713700.00000       -0.0909      0.000000 
 714000.00000       -0.1734      0.178664 
 714000.00000       -0.1597      0.125348 
 714000.00000       -0.1495      0.064718 
 714000.00000       -0.1458      0.000000 
 714300.00000       -0.2164      0.186548 
 714300.00000       -0.2113      0.132412 
 714300.00000       -0.2074      0.068882 
 714300.00000       -0.2059      0.000000 
 714600.00000       -0.2589      0.185723 
 714600.00000       -0.2635      0.132042 
 714600.00000       -0.2665      0.068788 
 714600.00000       -0.2676      0.000000 
 714900.00000       -0.3009      0.176339 
 714900.00000       -0.3141      0.124304 
 714900.00000       -0.3235      0.064439 
 714900.00000       -0.3269      0.000000 
 715200.00000       -0.3423      0.160206 
 715200.00000       -0.3614      0.110725 
 715200.00000       -0.3752      0.056704 
 715200.00000       -0.3803      0.000000 
 715500.00000       -0.3830      0.140382 
 715500.00000       -0.4043      0.093944 
 715500.00000       -0.4198      0.047107 
 715500.00000       -0.4254      0.000000 
 715800.00000       -0.4229      0.120539 
 715800.00000       -0.4424      0.077155 
 715800.00000       -0.4564      0.037499 
 715800.00000       -0.4616      0.000000 
 716100.00000       -0.4620      0.104226 
 716100.00000       -0.4760      0.063456 
 716100.00000       -0.4860      0.029687 
 716100.00000       -0.4897      0.000000 
 716400.00000       -0.5001      0.094176 
 716400.00000       -0.5063      0.055244 
 716400.00000       -0.5106      0.025069 
 716400.00000       -0.5121      0.000000 
 716700.00000       -0.5373      0.091805 
 716700.00000       -0.5349      0.053743 
 716700.00000       -0.5329      0.024359 
 716700.00000       -0.5322      0.000000 
 717000.00000       -0.5734      0.096952 
 717000.00000       -0.5636      0.058789 
 717000.00000       -0.5561      0.027437 
 717000.00000       -0.5533      0.000000 
 717300.00000       -0.6085      0.107898 
 717300.00000       -0.5938      0.068877 
 717300.00000       -0.5826      0.033410 
 717300.00000       -0.5785      0.000000 
 717600.00000       -0.6425      0.121703 
 717600.00000       -0.6264      0.081481 
 717600.00000       -0.6143      0.040829 
 717600.00000       -0.6098      0.000000 
 717900.00000       -0.6754      0.134810 
 717900.00000       -0.6618      0.093576 
 717900.00000       -0.6514      0.047985 
 717900.00000       -0.6476      0.000000 
 718200.00000       -0.7070      0.143802 
 718200.00000       -0.6993      0.102248 
 718200.00000       -0.6931      0.053225 
 718200.00000       -0.6907      0.000000 
 718500.00000       -0.7373      0.146119 
 718500.00000       -0.7377      0.105267 
 718500.00000       -0.7373      0.055255 
 718500.00000       -0.7370      0.000000 
 718800.00000       -0.7662      0.140525 
 718800.00000       -0.7753      0.101510 
 718800.00000       -0.7812      0.053393 
 718800.00000       -0.7833      0.000000 
 719100.00000       -0.7936      0.127290 
 719100.00000       -0.8104      0.091162 
 719100.00000       -0.8220      0.047718 
 719100.00000       -0.8261      0.000000 
 719400.00000       -0.8195      0.108089 
 719400.00000       -0.8415      0.075642 
 719400.00000       -0.8569      0.039043 
 719400.00000       -0.8625      0.000000 
 719700.00000       -0.8438      0.085653 
 719700.00000       -0.8677      0.057315 
 719700.00000       -0.8845      0.028737 
 719700.00000       -0.8906      0.000000 
 720000.00000       -0.8664      0.063244 
 720000.00000       -0.8885      0.039023 
 720000.00000       -0.9041      0.018448 
 720000.00000       -0.9097      0.000000 
 720300.00000       -0.8873      0.044040 
 720300.00000       -0.9045      0.023540 
 720300.00000       -0.9163      0.009793 
 720300.00000       -0.9206      0.000000 
 720600.00000       -0.9065      0.030545 
 720600.00000       -0.9165      0.013058 
 720600.00000       -0.9231      0.004053 
 720600.00000       -0.9254      0.000000 
 720900.00000       -0.9239      0.024151 
 720900.00000       -0.9260      0.008775 
 720900.00000       -0.9267      0.001920 
 720900.00000       -0.9268      0.000000 
 721200.00000       -0.9396      0.024878 
 721200.00000       -0.9345      0.010677 
 721200.00000       -0.9299      0.003365 
 721200.00000       -0.9281      0.000000 
 721500.00000       -0.9536      0.031360 
 721500.00000       -0.9434      0.017551 
 721500.00000       -0.9351      0.007660 
 721500.00000       -0.9320      0.000000 
 721800.00000       -0.9658      0.041080 
 721800.00000       -0.9537      0.027221 
 721800.00000       -0.9441      0.013546 
 721800.00000       -0.9405      0.000000 
 722100.00000       -0.9761      0.050859 
 722100.00000       -0.9657      0.036970 
 722100.00000       -0.9573      0.019487 
 722100.00000       -0.9541      0.000000 
 722400.00000       -0.9847      0.057499 
 722400.00000       -0.9792      0.044071 
 722400.00000       -0.9743      0.023936 
 722400.00000       -0.9723      0.000000 
 722700.00000       -0.9915      0.058439 
 722700.00000       -0.9931      0.046305 
 722700.00000       -0.9934      0.025611 
 722700.00000       -0.9933      0.000000 
 723000.00000       -0.9964      0.052235 
 723000.00000       -1.0060      0.042384 
 723000.00000       -1.0122      0.023744 
 723000.00000       -1.0142      0.000000 
 723300.00000       -0.9993      0.038796 
 723300.00000       -1.0164      0.032191 
 723300.00000       -1.0280      0.018242 
 723300.00000       -1.0321      0.000000 
 723600.00000       -1.0004      0.019375 
 723600.00000       -1.0229      0.016786 
 723600.00000       -1.0385      0.009709 
 723600.00000       -1.0440      0.000000 
 723900.00000       -0.9995      0.003681 
 723900.00000       -1.0243      0.001793 
 723900.00000       -1.0417      0.000670 
 723900.00000       -1.0480      0.000000 
 724200.00000       -0.9966      0.027354 
 724200.00000       -1.0204      0.020919 
 724200.00000       -1.0370      0.011371 
 724200.00000       -1.0430      0.000000 
 724500.00000       -0.9918      0.048521 
 724500.00000       -1.0113      0.037861 
 724500.00000       -1.0247      0.020805 
 724500.00000       -1.0294      0.000000 
 724800.00000       -0.9850      0.064509 
 724800.00000       -0.9977      0.050289 
 724800.00000       -1.0061      0.027611 
 724800.00000       -1.0090      0.000000 
 725100.00000       -0.9764      0.073585 
 725100.00000       -0.9811      0.056709 
 725100.00000       -0.9836      0.030926 
 725100.00000       -0.9843      0.000000 
 725400.00000       -0.9659      0.075275 
 725400.00000       -0.9629      0.056753 
 725400.00000       -0.9597      0.030559 
 725400.00000       -0.9584      0.000000 
 725700.00000       -0.9536      0.070483 
 725700.00000       -0.9446      0.051254 
 725700.00000       -0.9371      0.027026 
 725700.00000       -0.9343      0.000000 
 726000.00000       -0.9395      0.061367 
 726000.00000       -0.9274      0.042098 
 726000.00000       -0.9178      0.021428 
 726000.00000       -0.9142      0.000000 
 726300.00000       -0.9237      0.050945 
 726300.00000       -0.9120      0.031874 
 726300.00000       -0.9027      0.015237 
 726300.00000       -0.8992      0.000000 
 726600.00000       -0.9062      0.042493 
 726600.00000       -0.8983      0.023371 
 726600.00000       -0.8918      0.010030 
 726600.00000       -0.8894      0.000000 
 726900.00000       -0.8870      0.038870 
 726900.00000       -0.8856      0.019046 
 726900.00000       -0.8838      0.007215 
 726900.00000       -0.8831      0.000000 
 727200.00000       -0.8661      0.041948 
 727200.00000       -0.8725      0.020540 
 727200.00000       -0.8765      0.007759 
 727200.00000       -0.8779      0.000000 
 727500.00000       -0.8436      0.052275 
 727500.00000       -0.8577      0.028354 
 727500.00000       -0.8673      0.011973 
 727500.00000       -0.8707      0.000000 
 727800.00000       -0.8195      0.068981 
 727800.00000       -0.8394      0.041748 
 727800.00000       -0.8535      0.019436 
 727800.00000       -0.8585      0.000000 
 728100.00000       -0.7937      0.089941 
 728100.00000       -0.8167      0.058875 
 728100.00000       -0.8330      0.029071 
 728100.00000       -0.8389      0.000000 
 728400.00000       -0.7664      0.112161 
 728400.00000       -0.7889      0.077122 
 728400.00000       -0.8048      0.039361 
 728400.00000       -0.8105      0.000000 
 728700.00000       -0.7376      0.132335 
 728700.00000       -0.7560      0.093603 
 728700.00000       -0.7689      0.048630 
 728700.00000       -0.7736      0.000000 
 729000.00000       -0.7073      0.147468 
 729000.00000       -0.7189      0.105709 
 729000.00000       -0.7267      0.055357 
 729000.00000       -0.7294      0.000000 
 729300.00000       -0.6757      0.155442 
 729300.00000       -0.6787      0.111619 
 729300.00000       -0.6803      0.058489 
 729300.00000       -0.6808      0.000000 
 729600.00000       -0.6427      0.155433 
 729600.00000       -0.6373      0.110669 
 729600.00000       -0.6327      0.057667 
 729600.00000       -0.6310      0.000000 
 729900.00000       -0.6086      0.148121 
 729900.00000       -0.5963      0.103511 
 729900.00000       -0.5868      0.053307 
 729900.00000       -0.5833      0.000000 
 730200.00000       -0.5733      0.135622 
 730200.00000       -0.5572      0.092010 
 730200.00000       -0.5450      0.046505 
 730200.00000       -0.5405      0.000000 
 730500.00000       -0.5371      0.121119 
 730500.00000       -0.5208      0.078897 
 730500.00000       -0.5086      0.038817 
 730500.00000       -0.5042      0.000000 
 730800.00000       -0.4998      0.108210 
 730800.00000       -0.4872      0.067230 
 730800.00000       -0.4778      0.031969 
 730800.00000       -0.4744      0.000000 
 731100.00000       -0.4617      0.100136 
 731100.00000       -0.4558      0.059781 
 731100.00000       -0.4513      0.027544 
 731100.00000       -0.4497      0.000000 
 731400.00000       -0.4227      0.099102 
 731400.00000       -0.4251      0.058460 
 731400.00000       -0.4268      0.026661 
 731400.00000       -0.4274      0.000000 
 731700.00000       -0.3829      0.105832 
 731700.00000       -0.3935      0.063918 
 731700.00000       -0.4013      0.029713 
 731700.00000       -0.4041      0.000000 
 732000.00000       -0.3423      0.119442 
 732000.00000       -0.3594      0.075393 
 732000.00000       -0.3718      0.036266 
 732000.00000       -0.3763      0.000000 
 732300.00000       -0.3010      0.137592 
 732300.00000       -0.3213      0.090845 
 732300.00000       -0.3360      0.045131 
 732300.00000       -0.3414      0.000000 
 732600.00000       -0.2591      0.156936 
 732600.00000       -0.2785      0.107353 
 732600.00000       -0.2927      0.054612 
 732600.00000       -0.2978      0.000000 
 732900.00000       -0.2167      0.173778 
 732900.00000       -0.2313      0.121695 
 732900.00000       -0.2419      0.062835 
 732900.00000       -0.2458      0.000000 
 733200.00000       -0.1738      0.184810 
 733200.00000       -0.1806      0.130998 
 733200.00000       -0.1854      0.068132 
 733200.00000       -0.1872      0.000000 
 733500.00000       -0.1305      0.187788 
 733500.00000       -0.1280      0.133341 
 733500.00000       -0.1259      0.069396 
 733500.00000       -0.1251      0.000000 
 733800.00000       -0.0870      0.182015 
 733800.00000       -0.0753      0.128185 
 733800.00000       -0.0667      0.066348 
 733800.00000       -0.0636      0.000000 
 734100.00000       -0.0433      0.168555 
 734100.00000       -0.0248      0.116521 
 734100.00000       -0.0113      0.059604 
 734100.00000       -0.0064      0.000000 
 734400.00000        0.0003      0.150106 
 734400.00000        0.0222      0.100703 
 734400.00000        0.0379      0.050535 
 734400.00000        0.0436      0.000000 
 734700.00000        0.0439      0.130473 
 734700.00000        0.0646      0.083979 
 734700.00000        0.0795      0.040981 
 734700.00000        0.0848      0.000000 
 735000.00000        0.0874      0.113730 
 735000.00000        0.1028      0.069807 
 735000.00000        0.1138      0.032893 
 735000.00000        0.1177      0.000000 
 735300.00000        0.1306      0.103296 
 735300.00000        0.1378      0.061108 
 735300.00000        0.1427      0.027949 
 735300.00000        0.1444      0.000000 
 735600.00000        0.1736      0.101170 
 735600.00000        0.1713      0.059628 
 735600.00000        0.1692      0.027177 
 735600.00000        0.1684      0.000000 
 735900.00000        0.2163      0.107525 
 735900.00000        0.2054      0.065532 
 735900.00000        0.1970      0.030691 
 735900.00000        0.1939      0.000000 
 736200.00000        0.2586      0.120669 
 736200.00000        0.2418      0.077356 
 736200.00000        0.2292      0.037641 
 736200.00000        0.2246      0.000000 
 736500.00000        0.3004      0.137385 
 736500.00000        0.2820      0.092297 
 736500.00000        0.2682      0.046399 
 736500.00000        0.2631      0.000000 
 736800.00000        0.3418      0.153595 
 736800.00000        0.3263      0.106799 
 736800.00000        0.3147      0.054902 
 736800.00000        0.3104      0.000000 
 737100.00000        0.3825      0.165224 
 737100.00000        0.3741      0.117317 
 737100.00000        0.3676      0.061090 
 737100.00000        0.3652      0.000000 
 737400.00000        0.4226      0.169073 
 737400.00000        0.4238      0.121087 
 737400.00000        0.4244      0.063360 
 737400.00000        0.4246      0.000000 
 737700.00000        0.4619      0.163523 
 737700.00000        0.4733      0.116760 
 737700.00000        0.4814      0.060953 
 737700.00000        0.4843      0.000000 
 738000.00000        0.5003      0.148947 
 738000.00000        0.5204      0.104732 
 738000.00000        0.5346      0.054144 
 738000.00000        0.5398      0.000000 
 738300.00000        0.5377      0.127721 
 738300.00000        0.5628      0.087105 
 738300.00000        0.5806      0.044177 
 738300.00000        0.5870      0.000000 
 738600.00000        0.5740      0.103776 
 738600.00000        0.5994      0.067245 
 738600.00000        0.6174      0.032971 
 738600.00000        0.6238      0.000000 
 738900.00000        0.6091      0.081704 
 738900.00000        0.6300      0.049045 
 738900.00000        0.6446      0.022719 
 738900.00000        0.6499      0.000000 
 739200.00000        0.6430      0.065653 
 739200.00000        0.6555      0.036038 
 739200.00000        0.6641      0.015435 
 739200.00000        0.6671      0.000000 
 739500.00000        0.6756      0.058351 
 739500.00000        0.6779      0.030590 
 739500.00000        0.6789      0.012499 
 739500.00000        0.6792      0.000000 
 739800.00000        0.7070      0.060507 
 739800.00000        0.6994      0.033343 
 739800.00000        0.6932      0.014312 
 739800.00000        0.6909      0.000000 
 740100.00000        0.7371      0.070671 
 740100.00000        0.7223      0.043058 
 740100.00000        0.7109      0.020163 
 740100.00000        0.7066      0.000000 
 740400.00000        0.7658      0.085562 
 740400.00000        0.7482      0.056886 
 740400.00000        0.7347      0.028399 
 740400.00000        0.7297      0.000000 
 740700.00000        0.7931      0.100781 
 740700.00000        0.7778      0.070998 
 740700.00000        0.7659      0.036799 
 740700.00000        0.7615      0.000000 
 741000.00000        0.8190      0.111793 
 741000.00000        0.8105      0.081446 
 741000.00000        0.8037      0.043070 
 741000.00000        0.8012      0.000000 
 741300.00000        0.8434      0.114938 
 741300.00000        0.8448      0.085061 
 741300.00000        0.8454      0.045373 
 741300.00000        0.8455      0.000000 
 741600.00000        0.8662      0.108260 
 741600.00000        0.8785      0.080191 
 741600.00000        0.8869      0.042767 
 741600.00000        0.8899      0.000000 
 741900.00000        0.8874      0.091997 
 741900.00000        0.9089      0.067110 
 741900.00000        0.9240      0.035456 
 741900.00000        0.9294      0.000000 
 742200.00000        0.9067      0.068605 
 742200.00000        0.9338      0.047987 
 742200.00000        0.9528      0.024723 
 742200.00000        0.9597      0.000000 
 742500.00000        0.9243      0.042269 
 742500.00000        0.9519      0.026403 
 742500.00000        0.9712      0.012612 
 742500.00000        0.9781      0.000000 
 742800.00000        0.9401      0.017910 
 742800.00000        0.9628      0.006526 
 742800.00000        0.9788      0.001472 
 742800.00000        0.9845      0.000000 
 743100.00000        0.9539      0.000039 
 743100.00000        0.9679      0.007865 
 743100.00000        0.9775      0.006547 
 743100.00000        0.9809      0.000000 
 743400.00000        0.9660      0.008709 
 743400.00000        0.9691      0.014277 
 743400.00000        0.9708      0.009986 
 743400.00000        0.9713      0.000000 
 743700.00000        0.9762      0.007425 
 743700.00000        0.9691      0.012080 
 743700.00000        0.9632      0.008448 
 743700.00000        0.9609      0.000000 
