%
%
% Run:008   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 906600.00000       -0.1045      0.037509 
 906600.00000       -0.1072      0.000000 
 906900.00000       -0.0438      0.135137 
 906900.00000       -0.0576      0.088073 
 906900.00000       -0.0679      0.043359 
 906900.00000       -0.0717      0.000000 
 907200.00000       -0.0002      0.149016 
 907200.00000       -0.0149      0.100194 
 907200.00000       -0.0258      0.050392 
 907200.00000       -0.0298      0.000000 
 907500.00000        0.0434      0.162211 
 907500.00000        0.0312      0.111736 
 907500.00000        0.0222      0.057091 
 907500.00000        0.0189      0.000000 
 907800.00000        0.0870      0.171757 
 907800.00000        0.0803      0.120126 
 907800.00000        0.0752      0.061964 
 907800.00000        0.0734      0.000000 
 908100.00000        0.1305      0.175352 
 908100.00000        0.1311      0.123381 
 908100.00000        0.1313      0.063866 
 908100.00000        0.1314      0.000000 
 908400.00000        0.1738      0.171854 
 908400.00000        0.1820      0.120547 
 908400.00000        0.1879      0.062259 
 908400.00000        0.1900      0.000000 
 908700.00000        0.2167      0.161563 
 908700.00000        0.2314      0.111932 
 908700.00000        0.2419      0.057350 
 908700.00000        0.2457      0.000000 
 909000.00000        0.2591      0.146226 
 909000.00000        0.2777      0.099074 
 909000.00000        0.2910      0.050044 
 909000.00000        0.2958      0.000000 
 909300.00000        0.3010      0.128702 
 909300.00000        0.3200      0.084434 
 909300.00000        0.3335      0.041749 
 909300.00000        0.3384      0.000000 
 909600.00000        0.3423      0.112345 
 909600.00000        0.3581      0.070868 
 909600.00000        0.3693      0.034085 
 909600.00000        0.3733      0.000000 
 909900.00000        0.3828      0.100238 
 909900.00000        0.3927      0.061004 
 909900.00000        0.3994      0.028551 
 909900.00000        0.4018      0.000000 
 910200.00000        0.4227      0.094480 
 910200.00000        0.4249      0.056654 
 910200.00000        0.4261      0.026196 
 910200.00000        0.4265      0.000000 
 910500.00000        0.4617      0.095728 
 910500.00000        0.4566      0.058394 
 910500.00000        0.4523      0.027369 
 910500.00000        0.4507      0.000000 
 910800.00000        0.4998      0.103053 
 910800.00000        0.4892      0.065427 
 910800.00000        0.4809      0.031613 
 910800.00000        0.4778      0.000000 
 911100.00000        0.5371      0.114137 
 911100.00000        0.5241      0.075736 
 911100.00000        0.5140      0.037757 
 911100.00000        0.5103      0.000000 
 911400.00000        0.5734      0.125767 
 911400.00000        0.5617      0.086526 
 911400.00000        0.5526      0.044178 
 911400.00000        0.5493      0.000000 
 911700.00000        0.6087      0.134526 
 911700.00000        0.6018      0.094827 
 911700.00000        0.5963      0.049156 
 911700.00000        0.5943      0.000000 
 912000.00000        0.6428      0.137551 
 912000.00000        0.6433      0.098165 
 912000.00000        0.6433      0.051259 
 912000.00000        0.6432      0.000000 
 912300.00000        0.6757      0.133175 
 912300.00000        0.6845      0.095123 
 912300.00000        0.6905      0.049677 
 912300.00000        0.6926      0.000000 
 912600.00000        0.7074      0.121332 
 912600.00000        0.7235      0.085690 
 912600.00000        0.7348      0.044430 
 912600.00000        0.7389      0.000000 
 912900.00000        0.7376      0.103629 
 912900.00000        0.7586      0.071289 
 912900.00000        0.7733      0.036361 
 912900.00000        0.7785      0.000000 
 913200.00000        0.7664      0.083037 
 913200.00000        0.7884      0.054477 
 913200.00000        0.8038      0.026938 
 913200.00000        0.8094      0.000000 
 913500.00000        0.7937      0.063220 
 913500.00000        0.8128      0.038374 
 913500.00000        0.8261      0.017931 
 913500.00000        0.8308      0.000000 
 913800.00000        0.8194      0.047658 
 913800.00000        0.8323      0.025946 
 913800.00000        0.8410      0.011027 
 913800.00000        0.8441      0.000000 
 914100.00000        0.8435      0.038811 
 914100.00000        0.8483      0.019312 
 914100.00000        0.8512      0.007453 
 914100.00000        0.8521      0.000000 
 914400.00000        0.8660      0.037560 
 914400.00000        0.8627      0.019252 
 914400.00000        0.8597      0.007676 
 914400.00000        0.8585      0.000000 
 914700.00000        0.8869      0.043019 
 914700.00000        0.8774      0.025017 
 914700.00000        0.8699      0.011274 
 914700.00000        0.8670      0.000000 
 915000.00000        0.9061      0.052754 
 915000.00000        0.8938      0.034498 
 915000.00000        0.8841      0.017026 
 915000.00000        0.8805      0.000000 
 915300.00000        0.9237      0.063324 
 915300.00000        0.9125      0.044705 
 915300.00000        0.9037      0.023199 
 915300.00000        0.9004      0.000000 
 915600.00000        0.9396      0.071063 
 915600.00000        0.9333      0.052455 
 915600.00000        0.9281      0.027946 
 915600.00000        0.9261      0.000000 
 915900.00000        0.9537      0.072914 
 915900.00000        0.9551      0.055100 
 915900.00000        0.9554      0.029735 
 915900.00000        0.9555      0.000000 
 916200.00000        0.9661      0.067130 
 916200.00000        0.9760      0.051148 
 916200.00000        0.9826      0.027712 
 916200.00000        0.9849      0.000000 
 916500.00000        0.9766      0.053699 
 916500.00000        0.9940      0.040629 
 916500.00000        1.0061      0.021915 
 916500.00000        1.0104      0.000000 
 916800.00000        0.9852      0.034391 
 916800.00000        1.0074      0.025096 
 916800.00000        1.0228      0.013261 
 916800.00000        1.0284      0.000000 
 917100.00000        0.9918      0.012384 
 917100.00000        1.0149      0.007279 
 917100.00000        1.0309      0.003315 
 917100.00000        1.0367      0.000000 
 917400.00000        0.9965      0.008479 
 917400.00000        1.0163      0.009554 
 917400.00000        1.0300      0.006069 
 917400.00000        1.0349      0.000000 
 917700.00000        0.9993      0.024642 
 917700.00000        1.0124      0.022370 
 917700.00000        1.0213      0.013165 
 917700.00000        1.0245      0.000000 
 918000.00000        1.0001      0.033692 
 918000.00000        1.0049      0.029077 
 918000.00000        1.0077      0.016759 
 918000.00000        1.0086      0.000000 
 918300.00000        0.9990      0.034902 
 918300.00000        0.9956      0.029019 
 918300.00000        0.9924      0.016449 
 918300.00000        0.9911      0.000000 
 918600.00000        0.9961      0.029368 
 918600.00000        0.9865      0.023120 
 918600.00000        0.9788      0.012758 
 918600.00000        0.9759      0.000000 
 918900.00000        0.9913      0.019724 
 918900.00000        0.9791      0.013653 
 918900.00000        0.9695      0.007000 
 918900.00000        0.9658      0.000000 
 919200.00000        0.9847      0.009535 
 919200.00000        0.9739      0.003711 
 919200.00000        0.9653      0.000963 
 919200.00000        0.9621      0.000000 
 919500.00000        0.9762      0.002471 
 919500.00000        0.9706      0.003520 
 919500.00000        0.9659      0.003504 
 919500.00000        0.9640      0.000000 
 919800.00000        0.9660      0.001465 
 919800.00000        0.9681      0.005493 
 919800.00000        0.9689      0.004923 
 919800.00000        0.9692      0.000000 
 920100.00000        0.9539      0.008052 
 920100.00000        0.9644      0.000892 
 920100.00000        0.9714      0.002540 
 920100.00000        0.9739      0.000000 
 920400.00000        0.9400      0.022010 
 920400.00000        0.9577      0.010061 
 920400.00000        0.9700      0.003498 
 920400.00000        0.9743      0.000000 
 920700.00000        0.9242      0.041380 
 920700.00000        0.9463      0.025662 
 920700.00000        0.9616      0.012191 
 920700.00000        0.9671      0.000000 
 921000.00000        0.9067      0.062903 
 921000.00000        0.9291      0.043120 
 921000.00000        0.9447      0.021944 
 921000.00000        0.9503      0.000000 
 921300.00000        0.8873      0.082799 
 921300.00000        0.9061      0.059223 
 921300.00000        0.9191      0.030937 
 921300.00000        0.9238      0.000000 
 921600.00000        0.8662      0.097692 
 921600.00000        0.8782      0.071081 
 921600.00000        0.8865      0.037521 
 921600.00000        0.8894      0.000000 
 921900.00000        0.8435      0.105406 
 921900.00000        0.8472      0.076800 
 921900.00000        0.8494      0.040590 
 921900.00000        0.8501      0.000000 
 922200.00000        0.8191      0.105436 
 922200.00000        0.8149      0.075905 
 922200.00000        0.8113      0.039848 
 922200.00000        0.8099      0.000000 
 922500.00000        0.7932      0.099005 
 922500.00000        0.7832      0.069423 
 922500.00000        0.7754      0.035874 
 922500.00000        0.7724      0.000000 
 922800.00000        0.7659      0.088750 
 922800.00000        0.7535      0.059625 
 922800.00000        0.7438      0.029976 
 922800.00000        0.7402      0.000000 
 923100.00000        0.7371      0.078103 
 923100.00000        0.7262      0.049487 
 923100.00000        0.7176      0.023878 
 923100.00000        0.7144      0.000000 
 923400.00000        0.7070      0.070518 
 923400.00000        0.7011      0.042011 
 923400.00000        0.6961      0.019320 
 923400.00000        0.6942      0.000000 
 923700.00000        0.6756      0.068692 
 923700.00000        0.6769      0.039543 
 923700.00000        0.6773      0.017667 
 923700.00000        0.6773      0.000000 
 924000.00000        0.6429      0.073987 
 924000.00000        0.6521      0.043258 
 924000.00000        0.6583      0.019595 
 924000.00000        0.6604      0.000000 
 924300.00000        0.6090      0.086128 
 924300.00000        0.6249      0.052901 
 924300.00000        0.6360      0.024942 
 924300.00000        0.6399      0.000000 
 924600.00000        0.5739      0.103259 
 924600.00000        0.5938      0.066865 
 924600.00000        0.6078      0.032768 
 924600.00000        0.6128      0.000000 
 924900.00000        0.5376      0.122356 
 924900.00000        0.5579      0.082562 
 924900.00000        0.5722      0.041593 
 924900.00000        0.5774      0.000000 
 925200.00000        0.5003      0.139932 
 925200.00000        0.5173      0.097027 
 925200.00000        0.5293      0.049737 
 925200.00000        0.5336      0.000000 
 925500.00000        0.4619      0.152863 
 925500.00000        0.4727      0.107583 
 925500.00000        0.4803      0.055673 
 925500.00000        0.4830      0.000000 
 925800.00000        0.4227      0.159093 
 925800.00000        0.4257      0.112440 
 925800.00000        0.4277      0.058355 
 925800.00000        0.4284      0.000000 
 926100.00000        0.3826      0.158057 
 926100.00000        0.3781      0.111064 
 926100.00000        0.3745      0.057453 
 926100.00000        0.3732      0.000000 
 926400.00000        0.3419      0.150738 
 926400.00000        0.3316      0.104271 
 926400.00000        0.3237      0.053420 
 926400.00000        0.3208      0.000000 
 926700.00000        0.3005      0.139406 
 926700.00000        0.2874      0.094009 
 926700.00000        0.2774      0.047378 
 926700.00000        0.2737      0.000000 
 927000.00000        0.2586      0.127102 
 927000.00000        0.2461      0.082912 
 927000.00000        0.2366      0.040849 
 927000.00000        0.2331      0.000000 
 927300.00000        0.2163      0.116971 
 927300.00000        0.2077      0.073715 
 927300.00000        0.2010      0.035421 
 927300.00000        0.1985      0.000000 
 927600.00000        0.1736      0.111591 
 927600.00000        0.1711      0.068667 
 927600.00000        0.1690      0.032402 
 927600.00000        0.1682      0.000000 
 927900.00000        0.1306      0.112448 
 927900.00000        0.1352      0.069057 
 927900.00000        0.1383      0.032541 
 927900.00000        0.1394      0.000000 
 928200.00000        0.0873      0.119633 
 928200.00000        0.0984      0.074960 
 928200.00000        0.1062      0.035871 
 928200.00000        0.1090      0.000000 
 928500.00000        0.0439      0.131833 
 928500.00000        0.0593      0.085233 
 928500.00000        0.0703      0.041720 
 928500.00000        0.0743      0.000000 
 928800.00000        0.0003      0.146609 
 928800.00000        0.0170      0.097787 
 928800.00000        0.0291      0.048888 
 928800.00000        0.0334      0.000000 
 929100.00000       -0.0434      0.160938 
 929100.00000       -0.0286      0.110043 
 929100.00000       -0.0179      0.055911 
 929100.00000       -0.0140      0.000000 
 929400.00000       -0.0870      0.171887 
 929400.00000       -0.0771      0.119496 
 929400.00000       -0.0698      0.061362 
 929400.00000       -0.0672      0.000000 
 929700.00000       -0.1305      0.177254 
 929700.00000       -0.1273      0.124237 
 929700.00000       -0.1248      0.064140 
 929700.00000       -0.1239      0.000000 
 930000.00000       -0.1737      0.176011 
 930000.00000       -0.1777      0.123341 
 930000.00000       -0.1805      0.063687 
 930000.00000       -0.1815      0.000000 
 930300.00000       -0.2166      0.168463 
 930300.00000       -0.2268      0.117032 
 930300.00000       -0.2341      0.060114 
 930300.00000       -0.2368      0.000000 
 930600.00000       -0.2590      0.156134 
 930600.00000       -0.2733      0.106604 
 930600.00000       -0.2836      0.054160 
 930600.00000       -0.2874      0.000000 
 930900.00000       -0.3010      0.141422 
 930900.00000       -0.3164      0.094128 
 930900.00000       -0.3276      0.047020 
 930900.00000       -0.3317      0.000000 
 931200.00000       -0.3422      0.127100 
 931200.00000       -0.3558      0.082015 
 931200.00000       -0.3657      0.040092 
 931200.00000       -0.3693      0.000000 
 931500.00000       -0.3828      0.115755 
 931500.00000       -0.3921      0.072518 
 931500.00000       -0.3987      0.034686 
 931500.00000       -0.4011      0.000000 
 931800.00000       -0.4227      0.109276 
 931800.00000       -0.4260      0.067286 
 931800.00000       -0.4283      0.031762 
 931800.00000       -0.4291      0.000000 
 932100.00000       -0.4617      0.108500 
 932100.00000       -0.4588      0.067045 
 932100.00000       -0.4565      0.031739 
 932100.00000       -0.4556      0.000000 
 932400.00000       -0.4999      0.113057 
 932400.00000       -0.4918      0.071466 
 932400.00000       -0.4857      0.034417 
 932400.00000       -0.4834      0.000000 
 932700.00000       -0.5371      0.121449 
 932700.00000       -0.5260      0.079251 
 932700.00000       -0.5175      0.039038 
 932700.00000       -0.5144      0.000000 
 933000.00000       -0.5734      0.131356 
 933000.00000       -0.5619      0.088410 
 933000.00000       -0.5532      0.044462 
 933000.00000       -0.5499      0.000000 
 933300.00000       -0.6086      0.140116 
 933300.00000       -0.5997      0.096671 
 933300.00000       -0.5927      0.049397 
 933300.00000       -0.5901      0.000000 
 933600.00000       -0.6427      0.145292 
 933600.00000       -0.6386      0.101939 
 933600.00000       -0.6351      0.052648 
 933600.00000       -0.6338      0.000000 
 933900.00000       -0.6756      0.145160 
 933900.00000       -0.6778      0.102711 
 933900.00000       -0.6788      0.053338 
 933900.00000       -0.6791      0.000000 
 934200.00000       -0.7073      0.139032 
 934200.00000       -0.7159      0.098356 
 934200.00000       -0.7216      0.051086 
 934200.00000       -0.7236      0.000000 
 934500.00000       -0.7375      0.127348 
 934500.00000       -0.7516      0.089223 
 934500.00000       -0.7613      0.046075 
 934500.00000       -0.7647      0.000000 
 934800.00000       -0.7663      0.111559 
 934800.00000       -0.7839      0.076551 
 934800.00000       -0.7961      0.039016 
 934800.00000       -0.8005      0.000000 
 935100.00000       -0.7937      0.093827 
 935100.00000       -0.8120      0.062212 
 935100.00000       -0.8249      0.030993 
 935100.00000       -0.8295      0.000000 
 935400.00000       -0.8194      0.076608 
 935400.00000       -0.8360      0.048341 
 935400.00000       -0.8475      0.023246 
 935400.00000       -0.8516      0.000000 
 935700.00000       -0.8436      0.062185 
 935700.00000       -0.8561      0.036931 
 935700.00000       -0.8646      0.016931 
 935700.00000       -0.8677      0.000000 
 936000.00000       -0.8662      0.052245 
 936000.00000       -0.8732      0.029448 
 936000.00000       -0.8777      0.012903 
 936000.00000       -0.8793      0.000000 
 936300.00000       -0.8870      0.047576 
 936300.00000       -0.8884      0.026571 
 936300.00000       -0.8886      0.011551 
 936300.00000       -0.8886      0.000000 
 936600.00000       -0.9063      0.047920 
 936600.00000       -0.9027      0.028061 
 936600.00000       -0.8993      0.012725 
 936600.00000       -0.8979      0.000000 
 936900.00000       -0.9238      0.052025 
 936900.00000       -0.9171      0.032822 
 936900.00000       -0.9114      0.015783 
 936900.00000       -0.9092      0.000000 
 937200.00000       -0.9396      0.057877 
 937200.00000       -0.9322      0.039118 
 937200.00000       -0.9260      0.019726 
 937200.00000       -0.9237      0.000000 
 937500.00000       -0.9536      0.063097 
 937500.00000       -0.9482      0.044912 
 937500.00000       -0.9434      0.023392 
 937500.00000       -0.9415      0.000000 
 937800.00000       -0.9659      0.065425 
 937800.00000       -0.9646      0.048259 
 937800.00000       -0.9628      0.025673 
 937800.00000       -0.9620      0.000000 
 938100.00000       -0.9764      0.063163 
 938100.00000       -0.9806      0.047684 
 938100.00000       -0.9828      0.025710 
 938100.00000       -0.9835      0.000000 
 938400.00000       -0.9850      0.055492 
 938400.00000       -0.9952      0.042451 
 938400.00000       -1.0017      0.023066 
 938400.00000       -1.0040      0.000000 
 938700.00000       -0.9917      0.042608 
 938700.00000       -1.0071      0.032706 
 938700.00000       -1.0175      0.017810 
 938700.00000       -1.0211      0.000000 
 939000.00000       -0.9965      0.025664 
 939000.00000       -1.0154      0.019435 
 939000.00000       -1.0284      0.010507 
 939000.00000       -1.0330      0.000000 
 939300.00000       -0.9994      0.006552 
 939300.00000       -1.0194      0.004277 
 939300.00000       -1.0333      0.002109 
 939300.00000       -1.0382      0.000000 
 939600.00000       -1.0003      0.012446 
 939600.00000       -1.0190      0.010782 
 939600.00000       -1.0318      0.006233 
 939600.00000       -1.0364      0.000000 
 939900.00000       -0.9993      0.029083 
 939900.00000       -1.0143      0.023784 
 939900.00000       -1.0244      0.013381 
 939900.00000       -1.0280      0.000000 
 940200.00000       -0.9964      0.041548 
 940200.00000       -1.0061      0.033156 
 940200.00000       -1.0124      0.018420 
 940200.00000       -1.0145      0.000000 
 940500.00000       -0.9915      0.048799 
 940500.00000       -0.9954      0.038007 
 940500.00000       -0.9973      0.020840 
 940500.00000       -0.9979      0.000000 
 940800.00000       -0.9848      0.050761 
 940800.00000       -0.9833      0.038296 
 940800.00000       -0.9813      0.020631 
 940800.00000       -0.9804      0.000000 
 941100.00000       -0.9762      0.048350 
 941100.00000       -0.9708      0.034843 
 941100.00000       -0.9661      0.018281 
 941100.00000       -0.9642      0.000000 
 941400.00000       -0.9658      0.043326 
 941400.00000       -0.9588      0.029174 
 941400.00000       -0.9529      0.014676 
 941400.00000       -0.9506      0.000000 
 941700.00000       -0.9536      0.037954 
 941700.00000       -0.9476      0.023238 
 941700.00000       -0.9423      0.010926 
 941700.00000       -0.9403      0.000000 
 942000.00000       -0.9397      0.034560 
 942000.00000       -0.9369      0.019027 
 942000.00000       -0.9341      0.008168 
 942000.00000       -0.9329      0.000000 
 942300.00000       -0.9239      0.035060 
 942300.00000       -0.9261      0.018197 
 942300.00000       -0.9270      0.007355 
 942300.00000       -0.9272      0.000000 
 942600.00000       -0.9064      0.040588 
 942600.00000       -0.9144      0.021743 
 942600.00000       -0.9194      0.009073 
 942600.00000       -0.9212      0.000000 
 942900.00000       -0.8872      0.051290 
 942900.00000       -0.9005      0.029805 
 942900.00000       -0.9094      0.013414 
 942900.00000       -0.9126      0.000000 
 943200.00000       -0.8663      0.066295 
 943200.00000       -0.8834      0.041638 
 943200.00000       -0.8952      0.019950 
 943200.00000       -0.8994      0.000000 
 943500.00000       -0.8437      0.083881 
 943500.00000       -0.8624      0.055742 
 943500.00000       -0.8754      0.027810 
 943500.00000       -0.8800      0.000000 
 943800.00000       -0.8194      0.101784 
 943800.00000       -0.8371      0.070145 
 943800.00000       -0.8493      0.035848 
 943800.00000       -0.8537      0.000000 
 944100.00000       -0.7936      0.117621 
 944100.00000       -0.8077      0.082773 
 944100.00000       -0.8174      0.042861 
 944100.00000       -0.8208      0.000000 
 944400.00000       -0.7662      0.129337 
 944400.00000       -0.7749      0.091844 
 944400.00000       -0.7806      0.047815 
 944400.00000       -0.7826      0.000000 
 944700.00000       -0.7373      0.135596 
 944700.00000       -0.7398      0.096217 
 944700.00000       -0.7409      0.050053 
 944700.00000       -0.7412      0.000000 
 945000.00000       -0.7071      0.136050 
 945000.00000       -0.7035      0.095621 
 945000.00000       -0.7002      0.049438 
 945000.00000       -0.6990      0.000000 
 945300.00000       -0.6755      0.131437 
 945300.00000       -0.6672      0.090729 
 945300.00000       -0.6607      0.046377 
 945300.00000       -0.6583      0.000000 
 945600.00000       -0.6426      0.123471 
 945600.00000       -0.6321      0.083040 
 945600.00000       -0.6240      0.041741 
 945600.00000       -0.6209      0.000000 
 945900.00000       -0.6086      0.114527 
 945900.00000       -0.5985      0.074594 
 945900.00000       -0.5907      0.036696 
 945900.00000       -0.5879      0.000000 
 946200.00000       -0.5735      0.107159 
 946200.00000       -0.5664      0.067576 
 946200.00000       -0.5610      0.032485 
 946200.00000       -0.5589      0.000000 
 946500.00000       -0.5373      0.103571 
 946500.00000       -0.5353      0.063875 
 946500.00000       -0.5336      0.030192 
 946500.00000       -0.5329      0.000000 
 946800.00000       -0.5001      0.105159 
 946800.00000       -0.5041      0.064701 
 946800.00000       -0.5068      0.030522 
 946800.00000       -0.5077      0.000000 
 947100.00000       -0.4619      0.112229 
 947100.00000       -0.4716      0.070327 
 947100.00000       -0.4785      0.033643 
 947100.00000       -0.4810      0.000000 
 947400.00000       -0.4228      0.123939 
 947400.00000       -0.4367      0.080026 
 947400.00000       -0.4466      0.039134 
 947400.00000       -0.4503      0.000000 
 947700.00000       -0.3829      0.138451 
 947700.00000       -0.3985      0.092192 
 947700.00000       -0.4097      0.046063 
 947700.00000       -0.4138      0.000000 
 948000.00000       -0.3423      0.153281 
 948000.00000       -0.3566      0.104661 
 948000.00000       -0.3670      0.053172 
 948000.00000       -0.3707      0.000000 
 948300.00000       -0.3009      0.165781 
 948300.00000       -0.3113      0.115131 
 948300.00000       -0.3188      0.059125 
 948300.00000       -0.3215      0.000000 
 948600.00000       -0.2589      0.173673 
 948600.00000       -0.2633      0.121629 
 948600.00000       -0.2664      0.062781 
 948600.00000       -0.2675      0.000000 
 948900.00000       -0.2164      0.175512 
 948900.00000       -0.2139      0.122928 
 948900.00000       -0.2120      0.063438 
 948900.00000       -0.2112      0.000000 
 949200.00000       -0.1735      0.171009 
 949200.00000       -0.1646      0.118815 
 949200.00000       -0.1580      0.060993 
 949200.00000       -0.1555      0.000000 
 949500.00000       -0.1303      0.161132 
 949500.00000       -0.1167      0.110164 
 949500.00000       -0.1067      0.055971 
 949500.00000       -0.1031      0.000000 
 949800.00000       -0.0869      0.147956 
 949800.00000       -0.0713      0.098782 
 949800.00000       -0.0600      0.049418 
 949800.00000       -0.0559      0.000000 
 950100.00000       -0.0434      0.134258 
 950100.00000       -0.0289      0.087042 
 950100.00000       -0.0185      0.042687 
 950100.00000       -0.0148      0.000000 
 950400.00000        0.0002      0.122913 
 950400.00000        0.0106      0.077397 
 950400.00000        0.0180      0.037172 
 950400.00000        0.0206      0.000000 
 950700.00000        0.0437      0.116258 
 950700.00000        0.0480      0.071851 
 950700.00000        0.0510      0.034023 
 950700.00000        0.0520      0.000000 
 951000.00000        0.0871      0.115587 
 951000.00000        0.0847      0.071522 
 951000.00000        0.0827      0.033895 
 951000.00000        0.0819      0.000000 
 951300.00000        0.1304      0.120866 
 951300.00000        0.1221      0.076388 
 951300.00000        0.1157      0.036782 
 951300.00000        0.1133      0.000000 
 951600.00000        0.1735      0.130743 
 951600.00000        0.1613      0.085273 
 951600.00000        0.1522      0.042004 
 951600.00000        0.1488      0.000000 
 951900.00000        0.2162      0.142812 
 951900.00000        0.2034      0.096081 
 951900.00000        0.1936      0.048344 
 951900.00000        0.1900      0.000000 
 952200.00000        0.2587      0.154114 
 952200.00000        0.2483      0.106236 
 952200.00000        0.2404      0.054306 
 952200.00000        0.2375      0.000000 
 952500.00000        0.3006      0.161752 
 952500.00000        0.2956      0.113226 
 952500.00000        0.2917      0.058435 
 952500.00000        0.2903      0.000000 
 952800.00000        0.3421      0.163521 
 952800.00000        0.3442      0.115152 
 952800.00000        0.3455      0.059635 
 952800.00000        0.3459      0.000000 
 953100.00000        0.3828      0.158397 
 953100.00000        0.3924      0.111162 
 953100.00000        0.3991      0.057430 
 953100.00000        0.4015      0.000000 
 953400.00000        0.4229      0.146802 
 953400.00000        0.4385      0.101664 
 953400.00000        0.4496      0.052078 
 953400.00000        0.4535      0.000000 
 953700.00000        0.4621      0.130568 
 953700.00000        0.4811      0.088264 
 953700.00000        0.4946      0.044520 
 953700.00000        0.4994      0.000000 
 954000.00000        0.5003      0.112577 
 954000.00000        0.5194      0.073436 
 954000.00000        0.5328      0.036170 
 954000.00000        0.5376      0.000000 
 954300.00000        0.5376      0.096115 
 954300.00000        0.5531      0.059978 
 954300.00000        0.5640      0.028619 
 954300.00000        0.5679      0.000000 
 954600.00000        0.5737      0.084108 
 954600.00000        0.5832      0.050390 
 954600.00000        0.5895      0.023291 
 954600.00000        0.5918      0.000000 
 954900.00000        0.6088      0.078441 
 954900.00000        0.6109      0.046298 
 954900.00000        0.6118      0.021133 
 954900.00000        0.6120      0.000000 
 955200.00000        0.6427      0.079536 
 955200.00000        0.6378      0.048078 
 955200.00000        0.6336      0.022373 
 955200.00000        0.6320      0.000000 
 955500.00000        0.6754      0.086265 
 955500.00000        0.6655      0.054760 
 955500.00000        0.6577      0.026456 
 955500.00000        0.6547      0.000000 
 955800.00000        0.7069      0.096194 
 955800.00000        0.6952      0.064228 
 955800.00000        0.6861      0.032155 
 955800.00000        0.6826      0.000000 
 956100.00000        0.7371      0.106118 
 956100.00000        0.7273      0.073697 
 956100.00000        0.7195      0.037852 
 956100.00000        0.7166      0.000000 
 956400.00000        0.7660      0.112766 
 956400.00000        0.7613      0.080326 
 956400.00000        0.7573      0.041904 
 956400.00000        0.7558      0.000000 
 956700.00000        0.7934      0.113540 
 956700.00000        0.7960      0.081872 
 956700.00000        0.7974      0.043013 
 956700.00000        0.7979      0.000000 
 957000.00000        0.8193      0.107105 
 957000.00000        0.8298      0.077210 
 957000.00000        0.8370      0.040540 
 957000.00000        0.8395      0.000000 
 957300.00000        0.8437      0.093732 
 957300.00000        0.8609      0.066610 
 957300.00000        0.8728      0.034665 
 957300.00000        0.8771      0.000000 
 957600.00000        0.8664      0.075280 
 957600.00000        0.8874      0.051701 
 957600.00000        0.9021      0.026343 
 957600.00000        0.9074      0.000000 
 957900.00000        0.8874      0.054813 
 957900.00000        0.9086      0.035111 
 957900.00000        0.9234      0.017077 
 957900.00000        0.9287      0.000000 
 958200.00000        0.9066      0.035880 
 958200.00000        0.9243      0.019863 
 958200.00000        0.9365      0.008582 
 958200.00000        0.9409      0.000000 
 958500.00000        0.9241      0.021662 
 958500.00000        0.9353      0.008673 
 958500.00000        0.9428      0.002409 
 958500.00000        0.9455      0.000000 
 958800.00000        0.9398      0.014205 
 958800.00000        0.9431      0.003310 
 958800.00000        0.9449      0.000414 
 958800.00000        0.9455      0.000000 
 959100.00000        0.9537      0.013957 
 959100.00000        0.9496      0.004184 
 959100.00000        0.9459      0.000366 
 959100.00000        0.9445      0.000000 
 959400.00000        0.9658      0.019691 
 959400.00000        0.9565      0.010248 
 959400.00000        0.9489      0.004152 
 959400.00000        0.9461      0.000000 
 959700.00000        0.9761      0.028795 
 959700.00000        0.9649      0.019239 
 959700.00000        0.9560      0.009636 
 959700.00000        0.9526      0.000000 
 960000.00000        0.9847      0.037870 
 960000.00000        0.9754      0.028206 
 960000.00000        0.9679      0.015105 
 960000.00000        0.9651      0.000000 
 960300.00000        0.9914      0.043507 
 960300.00000        0.9875      0.034190 
 960300.00000        0.9839      0.018845 
 960300.00000        0.9825      0.000000 
 960600.00000        0.9963      0.043069 
 960600.00000        0.9999      0.034909 
 960600.00000        1.0019      0.019537 
 960600.00000        1.0025      0.000000 
 960900.00000        0.9992      0.035300 
 960900.00000        1.0108      0.029299 
 960900.00000        1.0186      0.016574 
 960900.00000        1.0214      0.000000 
 961200.00000        1.0003      0.020637 
 961200.00000        1.0184      0.017767 
 961200.00000        1.0310      0.010213 
 961200.00000        1.0355      0.000000 
 961500.00000        0.9994      0.001141 
 961500.00000        1.0212      0.002105 
 961500.00000        1.0363      0.001497 
 961500.00000        1.0417      0.000000 
 961800.00000        0.9965      0.019958 
 961800.00000        1.0181      0.014925 
 961800.00000        1.0331      0.007996 
 961800.00000        1.0384      0.000000 
 962100.00000        0.9917      0.039043 
 962100.00000        1.0093      0.030244 
 962100.00000        1.0214      0.016518 
 962100.00000        1.0258      0.000000 
 962400.00000        0.9850      0.052991 
 962400.00000        0.9958      0.041175 
 962400.00000        1.0030      0.022539 
 962400.00000        1.0055      0.000000 
 962700.00000        0.9764      0.059917 
 962700.00000        0.9791      0.046079 
 962700.00000        0.9805      0.025100 
 962700.00000        0.9810      0.000000 
 963000.00000        0.9659      0.059585 
 963000.00000        0.9613      0.044721 
 963000.00000        0.9573      0.024047 
 963000.00000        0.9558      0.000000 
 963300.00000        0.9536      0.053424 
 963300.00000        0.9440      0.038316 
 963300.00000        0.9363      0.020074 
